國曆生日,月日,瑪雅生日,瑪雅月,瑪雅週,七價路徑,等離子日,矩陣位置,PSI印記,對應印記,Vinal 肯定句,七價路徑,祈禱文,判斷,烏爾諧波盧恩符文代號,瑪雅週,關鍵句
11月21日,11/21,05.07,超頻孔雀之月,紅色啟動之週,"紅色17
黃種子→藍鷹","SILIO 07
心輪(發射)",V7:H5,76,光譜黃戰士,6 Xul:此處，以偉大的智慧種下一顆種子,,,1,087,,
11月22日,11/22,05.08,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","DALI 08
頂輪(目標)",V15:H5,78,宇宙白鏡,6 Xul:此處，以偉大的智慧種下一顆種子,,,1,088,,
11月23日,11/23,05.09,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","SELI 09
海底輪(流動)",V16:H5,79,磁性藍風暴,7 Yaxkin:隱藏在太陽中的一道微光,,,1,089,,
11月24日,11/24,05.10,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","GAMMA 10
眉心輪(平靜)",V17:H5,80,月亮黃太陽,7 Yaxkin:隱藏在太陽中的一道微光,,,1,090,,
11月25日,11/25,05.11,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","KALI 11
臍輪(建立)",V18:H5,81,電力紅龍,7 Yaxkin:隱藏在太陽中的一道微光,,,1,091,,
11月26日,11/26,05.12,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","ALPHA 12
喉輪(釋放)",V19:H5,82,自我存在白風,7 Yaxkin:隱藏在太陽中的一道微光,,,1,092,,
11月27日,11/27,05.13,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","LIMI 13
胃輪(淨化)",V20:H5,83,超頻藍夜,7 Yaxkin:隱藏在太陽中的一道微光,,,1,093,,
11月28日,11/28,05.14,超頻孔雀之月,白色淨化之週,"白色18
黃種子→黃戰士","SILIO 14
心輪(發射)",V21:H5,84,韻律黃種子,7 Yaxkin:隱藏在太陽中的一道微光,,,1,094,,
11月29日,11/29,05.15,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","DALI 15
頂輪(目標)",V1:H19,86,銀河星系白世界橋,7 Yaxkin:隱藏在太陽中的一道微光,,,1,095,,
11月30日,11/30,05.16,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","SELI 16
海底輪(流動)",V2:H19,87,太陽藍手,7 Yaxkin:隱藏在太陽中的一道微光,,,1,096,,
12月01日,12/01,05.17,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","GAMMA 17
眉心輪(平靜)",V3:H19,89,光譜紅月,7 Yaxkin:隱藏在太陽中的一道微光,,,1,097,,
12月02日,12/02,05.18,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","KALI 18
臍輪(建立)",V4:H19,90,水晶白狗,7 Yaxkin:隱藏在太陽中的一道微光,,,1,098,,
12月03日,12/03,05.19,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","ALPHA 19
喉輪(釋放)",V5:H19,91,宇宙藍猴,7 Yaxkin:隱藏在太陽中的一道微光,,,1,099,,
12月04日,12/04,05.20,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","LIMI 20 
胃輪(淨化)",V6:H19,92,磁性黃人,7 Yaxkin:隱藏在太陽中的一道微光,,,1,100,,
12月05日,12/05,05.21,超頻孔雀之月,藍色蛻變之週,"藍色19
白巫師→黃戰士","SILIO 21
心輪(發射)",V7:H19,94,電力白巫師,7 Yaxkin:隱藏在太陽中的一道微光,,,1,101,,
12月06日,12/06,05.22,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","DALI 22
頂輪(目標)",V15:H19,95,自我存在藍鷹,7 Yaxkin:隱藏在太陽中的一道微光,,,1,102,,
12月07日,12/07,05.23,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","SELI 23
海底輪(流動)",V16:H19,184,月亮黃種子,7 Yaxkin:隱藏在太陽中的一道微光,,,1,103,,
12月08日,12/08,05.24,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","GAMMA 24
眉心輪(平靜)",V17:H19,184,月亮黃種子,7 Yaxkin:隱藏在太陽中的一道微光,,,1,104,,
12月09日,12/09,05.25,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","KALI 25
臍輪(建立)",V18:H19,184,月亮黃種子,7 Yaxkin:隱藏在太陽中的一道微光,,,1,105,,
12月10日,12/10,05.26,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","ALPHA 26
喉輪(釋放)",V19:H19,197,月亮紅地球,7 Yaxkin:隱藏在太陽中的一道微光,,,1,106,,
12月11日,12/11,05.27,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","LIMI 27 
胃輪(淨化)",V20:H19,197,月亮紅地球,7 Yaxkin:隱藏在太陽中的一道微光,,,1,107,,
12月12日,12/12,05.28,超頻孔雀之月,黃色收穫之週,"黃色20
藍鷹→黃戰士","SILIO 28
心輪(發射)",V21:H19,197,月亮紅地球,7 Yaxkin:隱藏在太陽中的一道微光,,,1,108,,
12月13日,12/13,06.01,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","DALI 01
頂輪(目標)",V1:H6,69,自我存在紅月,8 Mol:將所有碎片集結成一體,,,1,109,,
12月14日,12/14,06.02,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","SELI 02
海底輪(流動)",V2:H6,69,自我存在紅月,8 Mol:將所有碎片集結成一體,,,1,110,,
12月15日,12/15,06.03,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","GAMMA 03
眉心輪(平靜)",V3:H6,69,自我存在紅月,8 Mol:將所有碎片集結成一體,,,1,111,,
12月16日,12/16,06.04,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","KALI 04 
臍輪(建立)",V4:H6,72,共振黃人,8 Mol:將所有碎片集結成一體,,,1,112,,
12月17日,12/17,06.05,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","ALPHA 05
喉輪(釋放)",V5:H6,72,共振黃人,8 Mol:將所有碎片集結成一體,,,1,065,,
12月18日,12/18,06.06,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","LIMI 06 
胃輪(淨化)",V6:H6,72,共振黃人,8 Mol:將所有碎片集結成一體,,,1,066,,
12月19日,12/19,06.07,韻律蜥蜴之月,紅色啟動之週,"紅色21
白鏡→藍手","SILIO 07
心輪(發射)",V7:H6,97,韻律紅地球,8 Mol:將所有碎片集結成一體,,,1,067,,
12月20日,12/20,06.08,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","DALI 08
頂輪(目標)",V15:H6,98,共振白鏡,8 Mol:將所有碎片集結成一體,,,1,068,,
12月21日,12/21,06.09,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","SELI 09
海底輪(流動)",V16:H6,99,銀河星系藍風暴,8 Mol:將所有碎片集結成一體,,,1,069,,
12月22日,12/22,06.10,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","GAMMA 10
眉心輪(平靜)",V17:H6,100,太陽黃太陽,8 Mol:將所有碎片集結成一體,,,1,070,,
12月23日,12/23,06.11,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","KALI 11
臍輪(建立)",V18:H6,101,行星紅龍,8 Mol:將所有碎片集結成一體,,,1,071,,
12月24日,12/24,06.12,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","ALPHA 12
喉輪(釋放)",V19:H6,102,光譜白風,8 Mol:將所有碎片集結成一體,,,1,072,,
12月25日,12/25,06.13,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","LIMI 13
胃輪(淨化)",V20:H6,103,水晶藍夜,8 Mol:將所有碎片集結成一體,,,1,073,,
12月26日,12/26,06.14,韻律蜥蜴之月,白色淨化之週,"白色22
藍風暴→白狗","SILIO 14
心輪(發射)",V21:H6,104,宇宙黃種子,8 Mol:將所有碎片集結成一體,,,1,074,,
12月27日,12/27,06.15,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","DALI 15
頂輪(目標)",V1:H20,105,磁性紅蛇,8 Mol:將所有碎片集結成一體,,,1,075,,
12月28日,12/28,06.16,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","SELI 16
海底輪(流動)",V2:H20,116,水晶黃戰士,8 Mol:將所有碎片集結成一體,,,1,076,,
12月29日,12/29,06.17,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","GAMMA 17
眉心輪(平靜)",V3:H20,117,宇宙紅地球,8 Mol:將所有碎片集結成一體,,,1,077,,
12月30日,12/30,06.18,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","KALI 18
臍輪(建立)",V4:H20,118,磁性白鏡,8 Mol:將所有碎片集結成一體,,,1,078,,
12月31日,12/31,06.19,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","ALPHA 19
喉輪(釋放)",V5:H20,119,月亮藍風暴,8 Mol:將所有碎片集結成一體,,,1,079,,
01月01日,01/01,06.20,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","LIMI 20 
胃輪(淨化)",V6:H20,120,電力黃太陽,8 Mol:將所有碎片集結成一體,,,-1,080,,
01月02日,01/02,06.21,韻律蜥蜴之月,藍色蛻變之週,"藍色23
黃太陽→紅天行者","SILIO 21
心輪(發射)",V7:H20,121,自我存在紅龍,9 Chen:進入內在智慧之井,,,-1,081,,
01月03日,01/03,06.22,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","DALI 22
頂輪(目標)",V15:H20,122,超頻白風,9 Chen:進入內在智慧之井,,,-1,082,,
01月04日,01/04,06.23,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","SELI 23
海底輪(流動)",V16:H20,189,共振紅月,9 Chen:進入內在智慧之井,,,-1,083,,
01月05日,01/05,06.24,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","GAMMA 24
眉心輪(平靜)",V17:H20,189,共振紅月,9 Chen:進入內在智慧之井,,,-1,084,,
01月06日,01/06,06.25,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","KALI 25
臍輪(建立)",V18:H20,189,共振紅月,9 Chen:進入內在智慧之井,,,-1,085,,
01月07日,01/07,06.26,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","ALPHA 26
喉輪(釋放)",V19:H20,192,行星黃人,9 Chen:進入內在智慧之井,,,-1,086,,
01月08日,01/08,06.27,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","LIMI 27 
胃輪(淨化)",V20:H20,192,行星黃人,9 Chen:進入內在智慧之井,,,-1,087,,
01月09日,01/09,06.28,韻律蜥蜴之月,黃色收穫之週,"黃色24
紅地球→黃戰士","SILIO 28
心輪(發射)",V21:H20,192,行星黃人,9 Chen:進入內在智慧之井,,,-1,088,,
01月10日,01/10,07.01,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","DALI 01
頂輪(目標)",V1:H7,85,共振紅蛇,9 Chen:進入內在智慧之井,,,-1,089,,
01月11日,01/11,07.02,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","SELI 02
海底輪(流動)",V2:H7,85,共振紅蛇,9 Chen:進入內在智慧之井,,,-1,090,,
01月12日,01/12,07.03,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","GAMMA 03
眉心輪(平靜)",V3:H7,85,共振紅蛇,9 Chen:進入內在智慧之井,,,-1,091,,
01月13日,01/13,07.04,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","KALI 04 
臍輪(建立)",V4:H7,96,超頻黃戰士,9 Chen:進入內在智慧之井,,,-1,092,,
01月14日,01/14,07.05,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","ALPHA 05
喉輪(釋放)",V5:H7,96,超頻黃戰士,9 Chen:進入內在智慧之井,,,-1,093,,
01月15日,01/15,07.06,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","LIMI 06 
胃輪(淨化)",V6:H7,96,超頻黃戰士,9 Chen:進入內在智慧之井,,,-1,094,,
01月16日,01/16,07.07,共振猴子之月,紅色啟動之週,"紅色25
紅地球→白鏡","SILIO 07
心輪(發射)",V7:H7,123,韻律藍夜,9 Chen:進入內在智慧之井,,,-1,095,,
01月17日,01/17,07.08,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","DALI 08
頂輪(目標)",V15:H7,124,共振黃種子,9 Chen:進入內在智慧之井,,,-1,096,,
01月18日,01/18,07.09,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","SELI 09
海底輪(流動)",V16:H7,125,銀河星系紅蛇,9 Chen:進入內在智慧之井,,,-1,097,,
01月19日,01/19,07.10,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","GAMMA 10
眉心輪(平靜)",V17:H7,126,太陽白世界橋,9 Chen:進入內在智慧之井,,,-1,098,,
01月20日,01/20,07.11,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","KALI 11
臍輪(建立)",V18:H7,127,行星藍手,9 Chen:進入內在智慧之井,,,-1,099,,
01月21日,01/21,07.12,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","ALPHA 12
喉輪(釋放)",V19:H7,128,光譜黃星星,9 Chen:進入內在智慧之井,,,-1,100,,
01月22日,01/22,07.13,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","LIMI 13
胃輪(淨化)",V20:H7,129,水晶紅月,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,101,,
01月23日,01/23,07.14,共振猴子之月,白色淨化之週,"白色26
白鏡→藍風暴","SILIO 14
心輪(發射)",V21:H7,130,宇宙白狗,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,102,,
01月24日,01/24,07.15,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","DALI 15
頂輪(目標)",V1:H21,131,磁性藍猴,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,103,,
01月25日,01/25,07.16,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","SELI 16
海底輪(流動)",V2:H21,132,月亮黃人,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,104,,
01月26日,01/26,07.17,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","GAMMA 17
眉心輪(平靜)",V3:H21,133,電力紅天行者,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,105,,
01月27日,01/27,07.18,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","KALI 18
臍輪(建立)",V4:H21,134,自我存在白巫師,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,106,,
01月28日,01/28,07.19,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","ALPHA 19
喉輪(釋放)",V5:H21,135,超頻藍鷹,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,107,,
01月29日,01/29,07.20,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","LIMI 20 
胃輪(淨化)",V6:H21,136,韻律黃戰士,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,108,,
01月30日,01/30,07.21,共振猴子之月,藍色蛻變之週,"藍色27
藍風暴→黃太陽","SILIO 21
心輪(發射)",V7:H21,137,共振紅地球,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,109,,
01月31日,01/31,07.22,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","DALI 22
頂輪(目標)",V15:H21,138,銀河星系白鏡,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,110,,
02月01日,02/01,07.23,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","SELI 23
海底輪(流動)",V16:H21,165,太陽紅蛇,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,111,,
02月02日,02/02,07.24,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","GAMMA 24
眉心輪(平靜)",V17:H21,165,太陽紅蛇,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,112,,
02月03日,02/03,07.25,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","KALI 25
臍輪(建立)",V18:H21,165,太陽紅蛇,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,065,,
02月04日,02/04,07.26,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","ALPHA 26
喉輪(釋放)",V19:H21,176,共振黃戰士,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,066,,
02月05日,02/05,07.27,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","LIMI 27 
胃輪(淨化)",V20:H21,176,共振黃戰士,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,067,,
02月06日,02/06,07.28,共振猴子之月,黃色收穫之週,"黃色28
黃太陽→紅地球","SILIO 28
心輪(發射)",V21:H21,176,共振黃戰士,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,068,,
02月07日,02/07,08.01,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","DALI 01
頂輪(目標)",V21:H20,88,行星黃星星,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,069,,
02月08日,02/08,08.02,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","SELI 02
海底輪(流動)",V20:H20,88,行星黃星星,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,070,,
02月09日,02/09,08.03,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","GAMMA 03
眉心輪(平靜)",V19:H20,88,行星黃星星,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,071,,
02月10日,02/10,08.04,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","KALI 04 
臍輪(建立)",V18:H20,93,月亮紅天行者,10 Yax:學生清晰了心智地圖，考慮尚未成熟之所在,,,-1,072,,
02月11日,02/11,08.05,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","ALPHA 05
喉輪(釋放)",V17:H20,93,月亮紅天行者,11 Sac:驅散疑雲，振奮自己,,,-1,073,,
02月12日,02/12,08.06,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","LIMI 06 
胃輪(淨化)",V16:H20,93,月亮紅天行者,11 Sac:驅散疑雲，振奮自己,,,-1,074,,
02月13日,02/13,08.07,銀河星系鷹之月,紅色啟動之週,"紅色29
Hunab Ku→紅地球","SILIO 07
心輪(發射)",V15:H20,139,太陽藍風暴,11 Sac:驅散疑雲，振奮自己,,,-1,075,,
02月14日,02/14,08.08,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","DALI 08
頂輪(目標)",V7:H20,140,行星黃太陽,11 Sac:驅散疑雲，振奮自己,,,-1,076,,
02月15日,02/15,08.09,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","SELI 09
海底輪(流動)",V6:H20,141,光譜紅龍,11 Sac:驅散疑雲，振奮自己,,,-1,077,,
02月16日,02/16,08.10,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","GAMMA 10
眉心輪(平靜)",V5:H20,142,水晶白風,11 Sac:驅散疑雲，振奮自己,,,-1,078,,
02月17日,02/17,08.11,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","KALI 11
臍輪(建立)",V4:H20,143,宇宙藍夜,11 Sac:驅散疑雲，振奮自己,,,-1,079,,
02月18日,02/18,08.12,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","ALPHA 12
喉輪(釋放)",V3:H20,144,磁性黃種子,11 Sac:驅散疑雲，振奮自己,,,-1,080,,
02月19日,02/19,08.13,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","LIMI 13
胃輪(淨化)",V2:H20,145,月亮紅蛇,11 Sac:驅散疑雲，振奮自己,,,-1,081,,
02月20日,02/20,08.14,銀河星系鷹之月,白色淨化之週,"白色30
Hunab Ku→白鏡","SILIO 14
心輪(發射)",V1:H20,156,宇宙黃戰士,11 Sac:驅散疑雲，振奮自己,,,-1,082,,
02月21日,02/21,08.15,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","DALI 15
頂輪(目標)",V21:H6,157,磁性紅地球,11 Sac:驅散疑雲，振奮自己,,,-1,083,,
02月22日,02/22,08.16,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","SELI 16
海底輪(流動)",V20:H6,158,月亮白鏡,11 Sac:驅散疑雲，振奮自己,,,-1,084,,
02月23日,02/23,08.17,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","GAMMA 17
眉心輪(平靜)",V19:H6,159,電力藍風暴,11 Sac:驅散疑雲，振奮自己,,,-1,085,,
02月24日,02/24,08.18,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","KALI 18
臍輪(建立)",V18:H6,160,自我存在黃太陽,11 Sac:驅散疑雲，振奮自己,,,-1,086,,
02月25日,02/25,08.19,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","ALPHA 19
喉輪(釋放)",V17:H6,161,超頻紅龍,11 Sac:驅散疑雲，振奮自己,,,-1,087,,
02月26日,02/26,08.20,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","LIMI 20 
胃輪(淨化)",V16:H6,162,韻律白風,11 Sac:驅散疑雲，振奮自己,,,-1,088,,
02月27日,02/27,08.21,銀河星系鷹之月,藍色蛻變之週,"藍色31
Hunab Ku→藍風暴","SILIO 21
心輪(發射)",V15:H6,163,共振藍夜,11 Sac:驅散疑雲，振奮自己,,,-1,089,,
02月28日,02/28,08.22,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","DALI 22
頂輪(目標)",V7:H6,164,銀河星系黃種子,11 Sac:驅散疑雲，振奮自己,,,-1,090,,
2/29上,2/29上,08.22,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","DALI 22
頂輪(目標)",V7:H6,164,銀河星系黃種子,11 Sac:驅散疑雲，振奮自己,,,,090,,
2/29下,2/29下,08.23,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","SELI 23
海底輪(流動)",V6:H6,168,水晶黃星星,11 Sac:驅散疑雲，振奮自己,,,,091,,
03月01日,03/01,08.23,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","SELI 23
海底輪(流動)",V6:H6,168,水晶黃星星,11 Sac:驅散疑雲，振奮自己,,,-1,091,,
03月02日,03/02,08.24,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","GAMMA 24
眉心輪(平靜)",V5:H6,168,水晶黃星星,11 Sac:驅散疑雲，振奮自己,,,-1,092,,
03月03日,03/03,08.25,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","KALI 25
臍輪(建立)",V4:H6,168,水晶黃星星,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,093,,
03月04日,03/04,08.26,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","ALPHA 26
喉輪(釋放)",V3:H6,173,自我存在紅天行者,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,094,,
03月05日,03/05,08.27,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","LIMI 27 
胃輪(淨化)",V2:H6,173,自我存在紅天行者,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,095,,
03月06日,03/06,08.28,銀河星系鷹之月,黃色收穫之週,"黃色32
Hunab Ku→黃太陽","SILIO 28
心輪(發射)",V1:H6,173,自我存在紅天行者,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,096,,
03月07日,03/07,09.01,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","DALI 01
頂輪(目標)",V21:H19,106,月亮白世界橋,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,097,,
03月08日,03/08,09.02,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","SELI 02
海底輪(流動)",V20:H19,106,月亮白世界橋,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,098,,
03月09日,03/09,09.03,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","GAMMA 03
眉心輪(平靜)",V19:H19,106,月亮白世界橋,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,099,,
03月10日,03/10,09.04,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","KALI 04 
臍輪(建立)",V18:H19,115,光譜藍鷹,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,100,,
03月11日,03/11,09.05,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","ALPHA 05
喉輪(釋放)",V17:H19,115,光譜藍鷹,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,101,,
03月12日,03/12,09.06,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","LIMI 06 
胃輪(淨化)",V16:H19,115,光譜藍鷹,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,102,,
03月13日,03/13,09.07,太陽豹之月,紅色啟動之週,"紅色33
紅蛇→紅地球","SILIO 07
心輪(發射)",V15:H19,166,行星白世界橋,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,103,,
03月14日,03/14,09.08,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","DALI 08
頂輪(目標)",V7:H19,167,光譜藍手,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,104,,
03月15日,03/15,09.09,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","SELI 09
海底輪(流動)",V6:H19,169,宇宙紅月,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,105,,
03月16日,03/16,09.10,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","GAMMA 10
眉心輪(平靜)",V5:H19,170,磁性白狗,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,106,,
03月17日,03/17,09.11,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","KALI 11
臍輪(建立)",V4:H19,171,月亮藍猴,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,107,,
03月18日,03/18,09.12,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","ALPHA 12
喉輪(釋放)",V3:H19,172,電力黃人,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,108,,
03月19日,03/19,09.13,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","LIMI 13
胃輪(淨化)",V2:H19,174,超頻白巫師,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,109,,
03月20日,03/20,09.14,太陽豹之月,白色淨化之週,"白色34
紅地球→黃人","SILIO 14
心輪(發射)",V1:H19,175,韻律藍鷹,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,110,,
03月21日,03/21,09.15,太陽豹之月,藍色蛻變之週,"藍色35
白世界橋→藍風暴","DALI 15
頂輪(目標)",V21:H5,177,銀河星系紅地球,12 Ceh:以日常的告誡來破除，且到達白光,,,-1,111,,
